user_id,candidate,ground_truth
375,"[589, 1646, 1113, 803, 1264, 1217, 783, 1215, 821, 102, 232, 1354, 1329, 1348, 759, 285, 944, 353, 1555, 707]",1217
376,"[1531, 1152, 1256, 762, 596, 1579, 744, 606, 818, 763, 187, 1162, 160, 308, 1259, 55, 804, 1572, 1255, 1336]",762
377,"[1480, 1250, 457, 234, 1288, 1535, 769, 1621, 538, 422, 131, 761, 36, 1501, 606, 815, 1194, 571, 1159, 1053]",234
378,"[759, 1641, 879, 124, 947, 1538, 657, 545, 547, 190, 1436, 1416, 1197, 540, 1133, 1505, 901, 1418, 519, 703]",703
379,"[864, 499, 737, 1473, 1414, 325, 1583, 1036, 944, 1225, 882, 1109, 262, 1437, 122, 931, 188, 1565, 1672, 296]",188
380,"[1225, 1534, 1618, 1424, 49, 84, 443, 23, 27, 1565, 591, 1019, 251, 1170, 1362, 440, 1294, 1121, 167, 555]",443
381,"[602, 721, 643, 1518, 381, 549, 294, 962, 1226, 155, 1167, 1555, 1256, 824, 635, 311, 1063, 1378, 630, 146]",294
382,"[708, 403, 414, 1331, 188, 334, 245, 1260, 942, 1601, 1223, 1151, 1339, 643, 1517, 1040, 980, 1477, 622, 476]",334
383,"[956, 111, 599, 1136, 115, 221, 785, 1320, 198, 1274, 144, 1085, 685, 246, 885, 1279, 1402, 876, 65, 528]",528
384,"[1082, 1047, 289, 232, 438, 1175, 1027, 1017, 663, 1653, 1328, 969, 379, 495, 247, 1150, 1107, 1159, 877, 16]",289
385,"[760, 730, 1082, 583, 379, 1109, 1555, 245, 315, 908, 60, 487, 861, 566, 849, 415, 1510, 1624, 36, 412]",487
386,"[823, 810, 1470, 448, 1642, 990, 1227, 201, 1436, 825, 341, 592, 504, 1445, 47, 1062, 1604, 541, 279, 1516]",825
387,"[631, 351, 1323, 1017, 363, 1443, 1002, 1639, 1552, 158, 1615, 903, 864, 201, 1661, 70, 1619, 1536, 576, 112]",201
388,"[630, 891, 323, 430, 1489, 696, 1531, 914, 1109, 787, 104, 1622, 1586, 1491, 1434, 1043, 501, 1520, 838, 347]",323
389,"[291, 1650, 940, 707, 1107, 819, 592, 1021, 903, 1310, 1357, 872, 1411, 104, 345, 1026, 1229, 505, 347, 813]",347
390,"[150, 1276, 627, 839, 668, 856, 1403, 970, 516, 229, 1154, 954, 283, 661, 682, 1337, 1043, 868, 963, 162]",283
391,"[941, 454, 1560, 935, 933, 567, 913, 1551, 696, 656, 658, 412, 954, 463, 1026, 470, 804, 144, 1285, 1018]",696
392,"[1173, 1325, 173, 588, 341, 358, 811, 408, 635, 1399, 1156, 559, 1587, 1050, 794, 1010, 949, 210, 990, 265]",173
393,"[60, 276, 1438, 1557, 1202, 302, 492, 1302, 238, 1279, 43, 244, 891, 1088, 593, 626, 1218, 746, 545, 1235]",302
394,"[313, 562, 1001, 1330, 949, 125, 1310, 264, 1318, 245, 891, 931, 956, 167, 1509, 1068, 751, 893, 653, 740]",313
395,"[1606, 1406, 1532, 1273, 3, 1624, 671, 6, 1276, 793, 1211, 1536, 1242, 404, 380, 865, 315, 1301, 1013, 551]",315
396,"[572, 841, 1289, 982, 236, 1590, 590, 382, 1087, 525, 1551, 242, 695, 698, 207, 1175, 584, 1614, 1529, 165]",841
397,"[550, 621, 702, 806, 1003, 743, 1661, 1108, 1518, 420, 1037, 739, 850, 1338, 364, 72, 955, 164, 893, 346]",346
398,"[1386, 1481, 650, 684, 1325, 1335, 835, 207, 1588, 151, 1348, 758, 1229, 438, 1108, 487, 1541, 103, 741, 418]",684
399,"[1346, 1059, 695, 370, 1524, 904, 878, 534, 1251, 309, 60, 667, 439, 1305, 874, 661, 817, 970, 1609, 648]",817
400,"[461, 3, 933, 323, 283, 1174, 207, 543, 1047, 1103, 785, 725, 754, 1209, 730, 1295, 1134, 919, 1220, 1504]",323
401,"[433, 566, 1336, 1368, 577, 1029, 835, 47, 939, 1464, 339, 1007, 595, 139, 839, 847, 215, 31, 348, 829]",566
402,"[354, 1482, 920, 738, 95, 1332, 119, 1286, 1156, 679, 1580, 897, 1618, 1497, 1363, 1078, 369, 769, 90, 307]",95
403,"[1466, 1478, 686, 795, 1141, 661, 1022, 714, 1301, 1044, 476, 1084, 1147, 1532, 190, 912, 182, 1672, 396, 606]",476
404,"[817, 359, 298, 22, 799, 101, 1575, 1063, 1604, 1116, 1674, 353, 4, 953, 1046, 1645, 1450, 1090, 644, 1035]",22
405,"[740, 614, 936, 1486, 15, 1644, 594, 794, 151, 815, 839, 762, 1, 918, 1426, 277, 1134, 1420, 1325, 1673]",794
406,"[1341, 417, 467, 465, 1492, 1453, 1362, 291, 1142, 977, 979, 1358, 491, 963, 786, 1377, 386, 1273, 1579, 765]",491
407,"[1463, 138, 1433, 1323, 1214, 1416, 884, 7, 558, 1481, 975, 695, 692, 1335, 907, 535, 787, 825, 298, 1538]",7
408,"[1144, 1033, 404, 1307, 1580, 1269, 500, 522, 260, 1681, 1020, 807, 195, 1132, 1011, 1358, 713, 1679, 748, 709]",748
409,"[311, 1077, 1016, 990, 1042, 309, 42, 1474, 1008, 605, 1563, 1557, 1099, 669, 1, 1492, 125, 1083, 1459, 1234]",1099
410,"[284, 987, 893, 1368, 1274, 1014, 364, 1085, 1535, 1248, 1144, 264, 1558, 1623, 1231, 49, 1669, 1156, 272, 361]",272
411,"[1358, 493, 406, 1214, 1197, 917, 270, 1318, 813, 1067, 1186, 1513, 1625, 386, 1256, 458, 1486, 751, 921, 1659]",1197
412,"[446, 692, 655, 599, 856, 911, 226, 794, 1194, 1575, 1631, 196, 1189, 1175, 1425, 236, 1028, 1177, 173, 95]",173
413,"[628, 66, 224, 1424, 413, 811, 1265, 207, 184, 41, 1482, 1043, 1377, 1461, 521, 1519, 37, 539, 1211, 1054]",628
414,"[556, 359, 242, 656, 1093, 762, 553, 1535, 330, 1016, 129, 46, 1438, 967, 933, 545, 653, 100, 899, 1306]",100
415,"[1620, 311, 1515, 877, 270, 1530, 1138, 1425, 917, 1024, 610, 185, 401, 1147, 159, 932, 586, 462, 1600, 372]",185
416,"[504, 1669, 1395, 429, 551, 964, 91, 1622, 1420, 1391, 1301, 508, 373, 1167, 1333, 1483, 1473, 1363, 1118, 1555]",1483
417,"[30, 330, 312, 653, 1462, 1078, 1463, 1048, 1414, 1321, 356, 798, 1016, 1439, 645, 1633, 1092, 1334, 538, 677]",1016
418,"[1540, 1413, 288, 1044, 23, 670, 320, 908, 385, 935, 1145, 1610, 741, 1269, 392, 1638, 575, 991, 1068, 1361]",288
419,"[668, 1132, 110, 974, 449, 284, 14, 1054, 1550, 138, 1580, 1044, 210, 57, 92, 454, 451, 1353, 1628, 322]",14
420,"[1035, 488, 1008, 328, 698, 1194, 861, 690, 1226, 1100, 107, 936, 913, 995, 783, 647, 1248, 241, 388, 353]",690
421,"[740, 1122, 181, 1518, 1679, 350, 15, 862, 77, 493, 1556, 87, 543, 755, 396, 362, 1525, 1221, 551, 1641]",87
422,"[741, 196, 441, 154, 1495, 847, 1258, 1126, 1139, 748, 636, 951, 530, 1653, 223, 750, 653, 1389, 231, 253]",441
423,"[1505, 10, 686, 1662, 480, 731, 925, 741, 558, 266, 216, 702, 511, 842, 118, 89, 455, 1089, 627, 1065]",10
424,"[1231, 1682, 565, 835, 196, 92, 364, 336, 554, 1531, 695, 58, 212, 661, 1065, 328, 749, 25, 905, 825]",25
425,"[389, 767, 16, 261, 90, 1498, 964, 1072, 993, 864, 893, 594, 198, 221, 65, 1159, 260, 1198, 1453, 1259]",198
426,"[14, 185, 837, 1474, 662, 350, 580, 1317, 436, 652, 1534, 1353, 1662, 647, 448, 541, 112, 860, 1233, 29]",185
427,"[1385, 379, 314, 1128, 1053, 1380, 480, 1434, 1643, 755, 1671, 880, 1388, 1350, 703, 1114, 1369, 1668, 936, 334]",334
428,"[1327, 1176, 41, 954, 59, 1135, 1061, 1229, 858, 1564, 412, 1460, 781, 767, 1304, 539, 193, 1095, 316, 979]",316
429,"[1651, 160, 1083, 1579, 313, 1589, 332, 510, 1106, 668, 1170, 1265, 1269, 1270, 1475, 451, 1160, 1361, 1604, 1538]",510
430,"[1646, 77, 760, 1568, 1064, 1145, 1300, 103, 289, 835, 107, 1141, 152, 707, 1427, 471, 790, 111, 1467, 747]",152
431,"[814, 490, 468, 538, 832, 556, 1325, 560, 929, 1418, 398, 1081, 1313, 463, 1660, 1224, 1620, 453, 305, 605]",538
432,"[334, 1342, 688, 633, 232, 234, 1027, 1464, 258, 997, 1285, 1490, 805, 81, 622, 1136, 1097, 472, 404, 791]",258
433,"[102, 434, 919, 155, 591, 486, 295, 381, 1169, 1457, 1218, 77, 1599, 190, 964, 1397, 1636, 1458, 1047, 727]",919
434,"[1232, 562, 58, 476, 1426, 303, 1601, 674, 416, 937, 522, 323, 377, 1547, 117, 190, 193, 720, 1325, 358]",476
435,"[313, 1368, 1595, 478, 1434, 1348, 619, 387, 1140, 88, 1017, 1663, 1629, 1409, 1220, 744, 775, 1328, 970, 670]",313
436,"[1550, 1354, 429, 1500, 1471, 1579, 1363, 1439, 268, 525, 415, 533, 420, 378, 1199, 1588, 1092, 1663, 581, 611]",581
437,"[1551, 1186, 1309, 955, 866, 533, 1426, 870, 345, 1402, 1525, 1013, 1064, 1400, 1040, 364, 1144, 269, 1094, 1145]",955
438,"[952, 133, 1052, 1591, 270, 1063, 851, 61, 129, 1044, 421, 476, 890, 855, 756, 1179, 664, 1317, 1471, 413]",476
439,"[625, 124, 396, 526, 1680, 619, 11, 186, 737, 381, 290, 977, 1034, 487, 1365, 641, 688, 716, 1032, 164]",290
440,"[758, 564, 1000, 315, 409, 515, 363, 899, 1413, 819, 1474, 1514, 1287, 1509, 894, 1116, 864, 59, 11, 1010]",515
441,"[349, 98, 282, 411, 191, 1605, 383, 55, 245, 189, 756, 119, 972, 618, 1054, 1510, 384, 1599, 184, 1403]",282
442,"[1061, 1536, 1030, 205, 1342, 590, 159, 1379, 687, 102, 183, 1502, 750, 1019, 1203, 681, 1569, 797, 788, 1427]",159
443,"[651, 1084, 501, 634, 33, 377, 757, 1354, 719, 622, 140, 1184, 1198, 1286, 1572, 1665, 1288, 1449, 12, 1562]",12
444,"[1413, 1493, 291, 351, 59, 788, 1447, 46, 389, 406, 269, 1180, 1334, 1058, 1658, 414, 1415, 110, 1072, 86]",269
445,"[1526, 111, 284, 10, 902, 22, 430, 459, 1345, 710, 1431, 1120, 687, 1192, 946, 1127, 1314, 227, 1116, 133]",902
446,"[302, 878, 493, 580, 70, 107, 462, 848, 1450, 698, 94, 1668, 774, 469, 575, 1416, 1645, 681, 134, 21]",302
447,"[1291, 1677, 245, 733, 736, 599, 619, 268, 156, 696, 1169, 789, 1408, 985, 1288, 1047, 1598, 773, 884, 219]",156
448,"[1343, 884, 493, 477, 381, 794, 580, 472, 1065, 813, 931, 949, 1668, 688, 40, 733, 199, 1010, 1024, 1153]",884
449,"[712, 736, 675, 201, 561, 1267, 337, 16, 855, 1617, 1437, 412, 535, 567, 1, 1624, 992, 981, 332, 1456]",337
450,"[1612, 1648, 1101, 1366, 14, 1075, 1210, 105, 1559, 670, 1428, 1678, 788, 892, 1410, 1339, 545, 245, 626, 1230]",245
451,"[148, 916, 1319, 514, 789, 976, 1413, 1499, 922, 1238, 472, 917, 1230, 1564, 515, 926, 1572, 1062, 1207, 1022]",1022
452,"[914, 631, 731, 215, 271, 1455, 1556, 1261, 300, 541, 954, 236, 719, 1514, 671, 1044, 741, 1405, 1253, 1150]",631
453,"[1485, 597, 368, 306, 1384, 30, 315, 650, 813, 1304, 739, 1001, 392, 73, 815, 321, 218, 1128, 432, 516]",73
454,"[1383, 1262, 801, 796, 1107, 1387, 712, 696, 991, 262, 790, 35, 1562, 1306, 1174, 700, 930, 1624, 456, 1057]",1107
455,"[208, 1285, 141, 616, 583, 927, 352, 345, 1326, 74, 631, 13, 403, 891, 437, 30, 307, 1134, 1614, 1527]",307
456,"[900, 258, 1299, 379, 880, 429, 1364, 876, 773, 1580, 1314, 376, 536, 349, 764, 396, 1429, 1368, 40, 1096]",258
457,"[578, 1440, 1628, 887, 776, 438, 1457, 1125, 1021, 1102, 865, 771, 1124, 98, 1184, 1025, 1230, 985, 1671, 1389]",98
458,"[466, 1458, 299, 367, 834, 165, 325, 746, 634, 1645, 347, 707, 1212, 909, 65, 847, 1547, 968, 62, 1614]",847
459,"[445, 186, 697, 1165, 1150, 195, 780, 1205, 1439, 1491, 571, 65, 1342, 1147, 1296, 1099, 351, 1301, 750, 1648]",186
460,"[1150, 80, 860, 1312, 815, 325, 1113, 1256, 1486, 710, 1296, 1043, 1442, 1423, 738, 1654, 464, 1385, 753, 713]",713
461,"[273, 1629, 488, 1551, 1634, 329, 88, 1493, 63, 1013, 742, 342, 1612, 1652, 760, 1002, 696, 1136, 9, 1491]",9
462,"[1013, 128, 267, 1024, 1027, 55, 173, 578, 416, 1613, 692, 545, 315, 1100, 139, 301, 771, 563, 343, 973]",315
463,"[1528, 1314, 671, 447, 50, 175, 1413, 674, 1627, 1304, 1269, 965, 1547, 1134, 1512, 1635, 847, 1136, 1521, 617]",50
464,"[1200, 1245, 1022, 603, 1525, 237, 325, 189, 512, 1644, 452, 150, 929, 311, 1417, 1255, 584, 199, 69, 965]",603
465,"[758, 966, 1545, 1408, 639, 1237, 1675, 1215, 498, 378, 1317, 1464, 297, 693, 633, 39, 618, 1330, 1273, 318]",318
466,"[918, 1570, 1322, 1029, 1554, 369, 782, 348, 1164, 823, 31, 1453, 1239, 1331, 357, 686, 1394, 1636, 515, 531]",357
467,"[430, 1445, 1490, 826, 1337, 48, 792, 795, 415, 549, 288, 1340, 1555, 1284, 464, 972, 1257, 346, 655, 614]",288
468,"[1275, 417, 1576, 1394, 1445, 429, 548, 1604, 1208, 752, 44, 438, 1402, 734, 845, 732, 459, 519, 43, 1670]",44
469,"[1481, 87, 815, 356, 704, 992, 527, 1371, 898, 1568, 369, 1584, 534, 127, 1178, 1237, 1443, 1165, 1480, 1282]",127
470,"[823, 126, 181, 1412, 662, 1043, 1432, 1615, 512, 237, 1338, 953, 1605, 1196, 1100, 586, 845, 244, 159, 1636]",181
471,"[11, 667, 1609, 467, 1011, 1388, 1231, 389, 1094, 855, 1383, 400, 926, 879, 438, 1330, 1409, 1670, 1439, 102]",102
472,"[482, 802, 570, 1249, 535, 1366, 274, 1396, 1680, 549, 457, 1360, 1598, 1501, 1066, 1613, 25, 1085, 745, 1675]",549
473,"[406, 935, 1587, 147, 288, 256, 1384, 471, 1023, 717, 308, 979, 548, 313, 104, 1157, 1605, 1248, 192, 789]",256
474,"[662, 1227, 1424, 1184, 312, 1236, 261, 1261, 412, 1496, 1677, 1433, 640, 691, 1674, 1505, 221, 1534, 1001, 65]",221
475,"[362, 173, 271, 259, 376, 1257, 296, 1395, 406, 399, 39, 98, 599, 410, 529, 157, 1580, 1274, 841, 1682]",259
476,"[149, 62, 988, 71, 578, 1430, 1264, 760, 236, 1208, 284, 736, 1370, 1662, 1287, 691, 245, 1647, 1105, 269]",245
477,"[594, 1331, 1067, 152, 872, 855, 645, 643, 513, 424, 1321, 846, 989, 517, 1610, 1452, 158, 563, 630, 931]",846
478,"[1387, 379, 296, 479, 893, 702, 991, 739, 333, 1673, 57, 1186, 1585, 1003, 1492, 1134, 356, 1310, 770, 274]",739
479,"[1266, 1642, 94, 84, 978, 1118, 855, 61, 504, 915, 1589, 914, 623, 260, 314, 610, 1209, 6, 549, 637]",915
480,"[502, 1342, 653, 1154, 881, 66, 504, 1381, 1527, 1554, 1103, 1279, 1402, 1324, 38, 125, 677, 178, 54, 1040]",504
481,"[288, 1609, 1041, 109, 501, 1154, 669, 727, 37, 205, 1152, 652, 667, 1457, 947, 1454, 959, 916, 533, 202]",202
482,"[1262, 986, 796, 860, 1578, 46, 985, 1617, 146, 86, 751, 833, 1279, 298, 183, 1256, 655, 865, 1423, 409]",298
483,"[1152, 1172, 453, 336, 1281, 70, 1654, 1124, 120, 1206, 1641, 45, 1464, 1640, 1349, 1055, 776, 311, 1144, 1198]",1152
484,"[693, 876, 410, 1297, 1618, 358, 788, 156, 1411, 807, 868, 939, 1666, 197, 418, 66, 381, 1141, 1177, 981]",197
485,"[915, 178, 649, 1132, 1283, 6, 1161, 467, 645, 1211, 1441, 344, 341, 1281, 385, 863, 1236, 371, 1371, 916]",341
486,"[1527, 1214, 1074, 817, 172, 686, 1533, 157, 102, 559, 738, 791, 1055, 920, 1078, 100, 891, 1198, 974, 1072]",100
487,"[1596, 856, 387, 822, 833, 1290, 1054, 1416, 1447, 1312, 551, 157, 1660, 763, 398, 348, 1297, 26, 492, 1114]",833
488,"[1647, 866, 185, 435, 1419, 1383, 1007, 597, 854, 1475, 1319, 802, 829, 1558, 1235, 857, 279, 1037, 875, 158]",185
489,"[649, 1023, 1439, 1595, 1000, 1285, 604, 1517, 1492, 295, 1487, 1622, 353, 1579, 420, 724, 54, 839, 1375, 469]",353
490,"[851, 429, 653, 192, 374, 11, 1193, 752, 1046, 1173, 394, 190, 900, 720, 1324, 1105, 228, 109, 1577, 1152]",109
491,"[775, 1518, 258, 1155, 277, 828, 122, 231, 62, 1066, 1398, 1055, 803, 1133, 703, 324, 1674, 816, 663, 895]",258
492,"[1350, 960, 522, 955, 106, 403, 1539, 770, 183, 1650, 474, 1491, 524, 868, 966, 120, 1002, 107, 362, 1312]",474
493,"[667, 1471, 851, 105, 1417, 810, 333, 1099, 1034, 682, 781, 1596, 80, 30, 147, 498, 301, 1343, 1257, 285]",333
494,"[1663, 703, 932, 929, 126, 920, 232, 1084, 156, 1525, 1457, 1165, 437, 1463, 1375, 647, 1577, 1437, 730, 57]",126
495,"[923, 528, 388, 619, 977, 1150, 353, 1307, 1680, 497, 120, 1672, 43, 492, 415, 879, 842, 1268, 134, 1669]",120
496,"[1596, 1666, 1613, 129, 58, 358, 1190, 1276, 728, 1259, 236, 1279, 215, 1437, 1166, 779, 87, 1299, 947, 564]",87
497,"[375, 881, 535, 1509, 311, 1417, 1014, 1295, 1489, 491, 584, 851, 1184, 1540, 1490, 45, 1642, 1281, 633, 734]",584
498,"[468, 177, 924, 448, 899, 1392, 697, 819, 761, 1023, 786, 659, 1336, 885, 941, 593, 339, 208, 1512, 254]",448
499,"[6, 1126, 892, 646, 878, 1207, 364, 733, 1344, 90, 253, 1594, 1161, 149, 710, 1053, 634, 1500, 902, 1498]",902
500,"[692, 1422, 1585, 1536, 1413, 455, 22, 298, 1063, 1137, 796, 878, 963, 1323, 195, 1625, 267, 864, 1525, 341]",298
501,"[1056, 388, 1489, 198, 1007, 520, 200, 1400, 766, 1520, 744, 578, 372, 398, 1241, 1498, 1581, 1215, 1403, 786]",1007
502,"[1320, 1226, 5, 830, 931, 1211, 1210, 653, 687, 450, 923, 1551, 851, 1520, 1178, 180, 1316, 1165, 219, 622]",687
503,"[49, 1436, 1307, 778, 553, 289, 1002, 1594, 657, 1645, 1567, 882, 517, 67, 1265, 1326, 1577, 589, 57, 656]",778
504,"[450, 1602, 360, 535, 1291, 1167, 1494, 1353, 173, 442, 745, 1212, 863, 169, 741, 686, 956, 759, 409, 569]",409
505,"[857, 767, 999, 528, 1390, 141, 1288, 804, 648, 1664, 757, 982, 481, 175, 503, 1147, 1674, 1130, 669, 479]",648
506,"[568, 853, 1056, 1546, 1526, 299, 1311, 1154, 955, 1586, 1456, 946, 1682, 1227, 780, 466, 1231, 1351, 734, 1381]",568
507,"[63, 771, 1456, 1402, 522, 877, 466, 676, 1558, 118, 1199, 349, 794, 1571, 815, 448, 1524, 1204, 268, 1376]",118
508,"[904, 1059, 461, 786, 738, 1382, 1096, 1102, 881, 409, 1535, 398, 1644, 108, 938, 1119, 548, 1418, 50, 749]",50
509,"[733, 1077, 945, 763, 1393, 1295, 156, 1110, 92, 387, 500, 1564, 1480, 1323, 50, 1115, 1396, 1382, 1220, 895]",50
510,"[727, 487, 1583, 619, 1398, 607, 1487, 1455, 1347, 512, 8, 567, 1194, 1151, 38, 346, 989, 1111, 678, 147]",678
511,"[546, 495, 465, 1269, 1234, 1045, 1610, 467, 1504, 898, 1407, 1631, 1642, 1459, 474, 1070, 759, 294, 1080, 864]",294
512,"[45, 567, 1387, 678, 1203, 323, 1256, 1306, 1347, 1573, 1500, 619, 1418, 332, 1241, 1625, 1660, 132, 155, 1]",1
513,"[1238, 1325, 62, 1357, 132, 134, 1660, 1062, 1483, 252, 998, 139, 956, 30, 1558, 1229, 1658, 150, 1312, 1590]",252
514,"[1126, 127, 398, 386, 1339, 1087, 730, 1278, 1667, 1661, 820, 1589, 1441, 387, 313, 737, 1567, 309, 1056, 331]",313
515,"[320, 1399, 1263, 1342, 1366, 1318, 337, 1550, 855, 1429, 1052, 134, 904, 1481, 1199, 1045, 1320, 267, 906, 129]",1399
516,"[1281, 604, 585, 1150, 567, 907, 740, 1492, 677, 1381, 299, 175, 1576, 147, 929, 521, 103, 784, 169, 1655]",169
517,"[51, 498, 980, 1246, 500, 144, 1604, 1177, 800, 1089, 585, 375, 565, 1346, 1533, 528, 1593, 610, 867, 563]",1177
518,"[1358, 1123, 352, 712, 1677, 886, 280, 413, 1545, 1266, 1096, 579, 190, 640, 18, 319, 557, 1615, 998, 1363]",280
519,"[346, 1667, 930, 1059, 885, 1673, 216, 1031, 1681, 318, 741, 1618, 1048, 753, 705, 825, 1563, 870, 1428, 1194]",346
520,"[637, 1666, 404, 134, 299, 177, 863, 1577, 1133, 620, 1354, 444, 429, 1012, 1567, 393, 1431, 1633, 182, 283]",283
521,"[1232, 594, 1512, 416, 68, 836, 1282, 1172, 396, 164, 260, 858, 1288, 304, 848, 379, 469, 1122, 1255, 1131]",68
522,"[1578, 1206, 848, 502, 512, 691, 1679, 410, 566, 158, 262, 235, 530, 1041, 792, 707, 230, 910, 5, 448]",530
523,"[34, 1449, 1173, 32, 130, 736, 1621, 767, 646, 1561, 727, 1024, 910, 861, 1178, 884, 728, 850, 1426, 1439]",727
524,"[761, 88, 817, 774, 1655, 1068, 998, 968, 602, 1259, 1298, 1653, 830, 898, 1293, 363, 396, 1384, 1277, 37]",898
525,"[1605, 990, 900, 1286, 497, 559, 91, 1573, 493, 239, 883, 1055, 1614, 922, 1599, 345, 269, 1102, 1387, 1139]",269
526,"[120, 248, 872, 516, 674, 1357, 535, 1508, 876, 54, 1577, 552, 1055, 1082, 318, 1471, 1102, 599, 1111, 1600]",248
527,"[1253, 680, 923, 1545, 1290, 403, 133, 1477, 457, 189, 1185, 1384, 1059, 713, 1101, 1195, 824, 1489, 128, 995]",1101
528,"[913, 871, 1530, 205, 672, 1123, 1398, 945, 1040, 139, 1177, 895, 750, 168, 492, 735, 1499, 416, 161, 572]",168
529,"[686, 1010, 31, 1366, 187, 1033, 1599, 1461, 1633, 651, 702, 530, 1004, 875, 1283, 1007, 1238, 672, 618, 1270]",875
530,"[537, 1136, 1045, 366, 1130, 1285, 21, 101, 1016, 945, 1342, 308, 494, 1461, 1433, 1535, 164, 1233, 1312, 1353]",1136
531,"[922, 313, 130, 918, 1570, 1504, 7, 779, 443, 1084, 1387, 1495, 717, 647, 1049, 1502, 1657, 181, 1415, 293]",313
532,"[922, 521, 19, 1345, 580, 1248, 712, 1676, 664, 730, 525, 1447, 1011, 1465, 64, 1501, 1625, 325, 1365, 1547]",1011
533,"[128, 499, 850, 714, 339, 950, 852, 1354, 516, 1540, 1339, 220, 422, 653, 297, 1386, 1624, 881, 1451, 1580]",297
534,"[1469, 1379, 1266, 20, 1010, 1335, 1532, 700, 339, 1623, 763, 284, 551, 435, 598, 1056, 1223, 365, 480, 343]",763
535,"[1579, 597, 395, 1127, 1339, 428, 828, 118, 1059, 800, 368, 163, 1397, 1217, 1205, 617, 1489, 1001, 258, 1581]",258
536,"[280, 1212, 1632, 25, 1076, 1533, 1023, 94, 1009, 267, 1437, 1074, 768, 1605, 1251, 540, 633, 1483, 948, 790]",94
537,"[465, 1656, 1479, 43, 73, 1189, 1525, 597, 1609, 1311, 567, 332, 993, 902, 912, 353, 257, 870, 715, 1001]",715
538,"[1442, 1390, 388, 975, 319, 486, 1353, 93, 967, 333, 1639, 1301, 1085, 399, 686, 216, 1377, 720, 1348, 733]",216
539,"[1655, 1365, 1084, 414, 47, 336, 1022, 1527, 335, 925, 252, 215, 1177, 628, 1285, 1114, 419, 954, 1182, 1585]",215
540,"[345, 45, 1605, 1226, 1328, 1491, 1502, 1236, 1390, 941, 769, 388, 649, 329, 344, 880, 659, 1524, 807, 1124]",1226
541,"[1300, 760, 271, 516, 634, 1179, 69, 1205, 846, 105, 336, 24, 1518, 555, 594, 1273, 225, 673, 1163, 36]",225
542,"[1172, 154, 1229, 829, 12, 962, 898, 1356, 1175, 883, 522, 1265, 670, 634, 764, 1213, 469, 1304, 1659, 1541]",12
543,"[1649, 649, 1287, 1431, 749, 40, 1084, 402, 1345, 997, 936, 1594, 1484, 422, 1246, 601, 1176, 1582, 1004, 1094]",936
544,"[1542, 831, 52, 1591, 152, 508, 300, 546, 1325, 787, 1051, 131, 1611, 1139, 1500, 774, 531, 1226, 1109, 1675]",300
545,"[1203, 619, 791, 761, 131, 967, 1447, 10, 1285, 578, 1520, 1163, 641, 1493, 507, 220, 187, 453, 315, 382]",578
546,"[204, 922, 193, 129, 341, 471, 590, 1268, 1594, 1244, 135, 880, 1671, 699, 287, 27, 231, 1164, 1602, 604]",590
547,"[1310, 824, 319, 827, 1156, 389, 42, 1626, 1018, 1339, 918, 1621, 1237, 274, 90, 1017, 1558, 357, 841, 460]",319
548,"[1172, 1035, 1224, 1393, 547, 1248, 665, 749, 1130, 1613, 844, 1421, 1278, 1521, 1471, 1295, 948, 459, 855, 940]",1278
549,"[5, 586, 1351, 782, 681, 396, 58, 1230, 416, 532, 921, 709, 890, 412, 1150, 1008, 1250, 964, 1403, 237]",237
550,"[1617, 67, 1604, 837, 85, 827, 133, 880, 1150, 160, 1647, 113, 915, 1119, 169, 1052, 468, 370, 1654, 15]",15
551,"[304, 523, 1102, 1295, 1649, 1131, 1072, 1579, 1451, 952, 1056, 482, 1298, 131, 1538, 1301, 780, 1064, 852, 1156]",780
552,"[1401, 1015, 1114, 1668, 1232, 1250, 1426, 144, 194, 447, 507, 354, 632, 174, 1305, 762, 661, 1121, 1564, 121]",121
553,"[901, 661, 1308, 976, 725, 1627, 1012, 1205, 1143, 857, 1386, 380, 1253, 285, 445, 290, 1612, 716, 535, 85]",661
554,"[1182, 1047, 328, 255, 1600, 373, 656, 1674, 599, 123, 272, 1204, 146, 1273, 1484, 1428, 1183, 167, 504, 975]",328
555,"[64, 54, 289, 858, 1055, 212, 1077, 1596, 129, 1181, 490, 1009, 1605, 109, 1391, 998, 1204, 1540, 1657, 572]",129
556,"[172, 857, 1063, 950, 922, 356, 1505, 882, 1680, 577, 1413, 1628, 244, 792, 1120, 678, 903, 1038, 433, 305]",172
557,"[787, 656, 903, 534, 1399, 233, 1431, 871, 435, 378, 461, 750, 924, 811, 372, 1549, 1378, 93, 1408, 1680]",750
558,"[1331, 1603, 1320, 1452, 1134, 346, 595, 968, 1633, 347, 269, 464, 619, 1450, 532, 1272, 1514, 264, 1663, 1278]",269
559,"[724, 502, 258, 1431, 395, 1536, 530, 1439, 26, 832, 380, 1154, 358, 815, 1562, 1467, 1268, 99, 136, 1149]",502
560,"[1563, 1002, 33, 858, 143, 879, 1442, 1299, 582, 1349, 391, 1446, 112, 218, 802, 733, 405, 809, 780, 1203]",405
561,"[1413, 581, 1505, 1099, 1393, 167, 250, 1065, 1009, 974, 910, 691, 1502, 1544, 508, 554, 1081, 1037, 1114, 995]",1009
