item_id,metadata
771,"Title: Johnny Mnemonic (1995) | Genres: Action|1, Sci-Fi|15, Thriller|16"
772,Title: Kids (1995) | Genres: Drama|8
773,Title: Mute Witness (1994) | Genres: Thriller|16
774,"Title: Prophecy, The (1995) | Genres: Horror|11"
775,"Title: Something to Talk About (1995) | Genres: Comedy|5, Drama|8, Romance|14"
776,Title: Three Wishes (1995) | Genres: Drama|8
777,Title: Castle Freak (1995) | Genres: Horror|11
778,"Title: Don Juan DeMarco (1995) | Genres: Comedy|5, Drama|8, Romance|14"
779,Title: Drop Zone (1994) | Genres: Action|1
780,Title: Dumb & Dumber (1994) | Genres: Comedy|5
781,"Title: French Kiss (1995) | Genres: Comedy|5, Romance|14"
782,Title: Little Odessa (1994) | Genres: Drama|8
783,"Title: Milk Money (1994) | Genres: Comedy|5, Romance|14"
784,"Title: Beyond Bedlam (1993) | Genres: Drama|8, Horror|11"
785,"Title: Only You (1994) | Genres: Comedy|5, Romance|14"
786,"Title: Perez Family, The (1995) | Genres: Comedy|5, Romance|14"
787,"Title: Roommates (1995) | Genres: Comedy|5, Drama|8"
788,"Title: Relative Fear (1994) | Genres: Horror|11, Thriller|16"
789,"Title: Swimming with Sharks (1995) | Genres: Comedy|5, Drama|8"
790,Title: Tommy Boy (1995) | Genres: Comedy|5
791,"Title: Baby-Sitters Club, The (1995) | Genres: Children's|4"
792,Title: Bullets Over Broadway (1994) | Genres: Comedy|5
793,Title: Crooklyn (1994) | Genres: Comedy|5
794,"Title: It Could Happen to You (1994) | Genres: Drama|8, Romance|14"
795,"Title: Richie Rich (1994) | Genres: Children's|4, Comedy|5"
796,"Title: Speechless (1994) | Genres: Comedy|5, Romance|14"
797,"Title: Timecop (1994) | Genres: Action|1, Sci-Fi|15"
798,Title: Bad Company (1995) | Genres: Action|1
799,Title: Boys Life (1995) | Genres: Drama|8
800,"Title: In the Mouth of Madness (1995) | Genres: Horror|11, Thriller|16"
801,"Title: Air Up There, The (1994) | Genres: Comedy|5"
802,"Title: Hard Target (1993) | Genres: Action|1, Adventure|2, Crime|6, Thriller|16"
803,"Title: Heaven & Earth (1993) | Genres: Action|1, Drama|8, War|17"
804,Title: Jimmy Hollywood (1994) | Genres: Comedy|5
805,"Title: Manhattan Murder Mystery (1993) | Genres: Comedy|5, Mystery|13"
806,"Title: Menace II Society (1993) | Genres: Action|1, Crime|6, Drama|8"
807,Title: Poetic Justice (1993) | Genres: Drama|8
808,"Title: Program, The (1993) | Genres: Action|1, Drama|8"
809,"Title: Rising Sun (1993) | Genres: Action|1, Drama|8, Mystery|13"
810,"Title: Shadow, The (1994) | Genres: Action|1"
811,Title: Thirty-Two Short Films About Glenn Gould (1993) | Genres: Documentary|7
812,"Title: Andre (1994) | Genres: Adventure|2, Children's|4"
813,"Title: Celluloid Closet, The (1995) | Genres: Documentary|7"
814,"Title: Great Day in Harlem, A (1994) | Genres: Documentary|7"
815,"Title: One Fine Day (1996) | Genres: Drama|8, Romance|14"
816,Title: Candyman: Farewell to the Flesh (1995) | Genres: Horror|11
817,Title: Frisk (1995) | Genres: Drama|8
818,Title: Girl 6 (1996) | Genres: Comedy|5
819,Title: Eddie (1996) | Genres: Comedy|5
820,"Title: Space Jam (1996) | Genres: Adventure|2, Animation|3, Children's|4, Comedy|5, Fantasy|9"
821,"Title: Mrs. Winterbourne (1996) | Genres: Comedy|5, Romance|14"
822,Title: Faces (1968) | Genres: Drama|8
823,"Title: Mulholland Falls (1996) | Genres: Crime|6, Film-Noir|10, Thriller|16"
824,"Title: Great White Hype, The (1996) | Genres: Comedy|5"
825,"Title: Arrival, The (1996) | Genres: Action|1, Sci-Fi|15, Thriller|16"
826,"Title: Phantom, The (1996) | Genres: Adventure|2"
827,"Title: Daylight (1996) | Genres: Action|1, Adventure|2, Thriller|16"
828,"Title: Alaska (1996) | Genres: Adventure|2, Children's|4"
829,"Title: Fled (1996) | Genres: Action|1, Adventure|2"
830,"Title: Power 98 (1995) | Genres: Action|1, Mystery|13, Thriller|16"
831,"Title: Escape from L.A. (1996) | Genres: Action|1, Adventure|2, Sci-Fi|15, Thriller|16"
832,"Title: Bogus (1996) | Genres: Children's|4, Drama|8, Fantasy|9"
833,Title: Bulletproof (1996) | Genres: Action|1
834,"Title: Halloween: The Curse of Michael Myers (1995) | Genres: Horror|11, Thriller|16"
835,"Title: Gay Divorcee, The (1934) | Genres: Comedy|5, Musical|12, Romance|14"
836,"Title: Ninotchka (1939) | Genres: Comedy|5, Romance|14"
837,Title: Meet John Doe (1941) | Genres: Drama|8
838,Title: In the Line of Duty 2 (1987) | Genres: Action|1
839,"Title: Loch Ness (1995) | Genres: Horror|11, Thriller|16"
840,"Title: Last Man Standing (1996) | Genres: Action|1, Drama|8, Western|18"
841,"Title: Glimmer Man, The (1996) | Genres: Action|1, Thriller|16"
842,"Title: Pollyanna (1960) | Genres: Children's|4, Comedy|5, Drama|8"
843,"Title: Shaggy Dog, The (1959) | Genres: Children's|4, Comedy|5"
844,Title: Freeway (1996) | Genres: Crime|6
845,Title: That Thing You Do! (1996) | Genres: Comedy|5
846,"Title: To Gillian on Her 37th Birthday (1996) | Genres: Drama|8, Romance|14"
847,"Title: Looking for Richard (1996) | Genres: Documentary|7, Drama|8"
848,"Title: Murder, My Sweet (1944) | Genres: Film-Noir|10, Thriller|16"
849,"Title: Days of Thunder (1990) | Genres: Action|1, Romance|14"
850,"Title: Perfect Candidate, A (1996) | Genres: Documentary|7"
851,Title: Two or Three Things I Know About Her (1966) | Genres: Drama|8
852,"Title: Bloody Child, The (1996) | Genres: Drama|8, Thriller|16"
853,"Title: Braindead (1992) | Genres: Comedy|5, Horror|11"
854,"Title: Bad Taste (1987) | Genres: Comedy|5, Horror|11"
855,"Title: Diva (1981) | Genres: Action|1, Drama|8, Mystery|13, Romance|14, Thriller|16"
856,"Title: Night on Earth (1991) | Genres: Comedy|5, Drama|8"
857,Title: Paris Was a Woman (1995) | Genres: Documentary|7
858,Title: Amityville: Dollhouse (1996) | Genres: Horror|11
859,"Title: April Fool's Day (1986) | Genres: Comedy|5, Horror|11"
860,"Title: Believers, The (1987) | Genres: Horror|11, Thriller|16"
861,Title: Nosferatu a Venezia (1986) | Genres: Horror|11
862,"Title: Jingle All the Way (1996) | Genres: Adventure|2, Children's|4, Comedy|5"
863,"Title: Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970) | Genres: Drama|8"
864,Title: My Fellow Americans (1996) | Genres: Comedy|5
865,"Title: Ice Storm, The (1997) | Genres: Drama|8"
866,"Title: Michael (1996) | Genres: Comedy|5, Romance|14"
867,"Title: Whole Wide World, The (1996) | Genres: Drama|8"
868,Title: Hearts and Minds (1996) | Genres: Drama|8
869,"Title: Fools Rush In (1997) | Genres: Comedy|5, Romance|14"
870,Title: Touch (1997) | Genres: Romance|14
871,Title: Vegas Vacation (1997) | Genres: Comedy|5
872,Title: Love Jones (1997) | Genres: Romance|14
873,"Title: Picture Perfect (1997) | Genres: Comedy|5, Romance|14"
874,Title: Career Girls (1997) | Genres: Drama|8
875,"Title: She's So Lovely (1997) | Genres: Drama|8, Romance|14"
876,"Title: Money Talks (1997) | Genres: Action|1, Comedy|5"
877,"Title: Excess Baggage (1997) | Genres: Adventure|2, Romance|14"
878,"Title: That Darn Cat! (1997) | Genres: Children's|4, Comedy|5, Mystery|13"
879,"Title: Peacemaker, The (1997) | Genres: Action|1, Thriller|16, War|17"
880,Title: Soul Food (1997) | Genres: Drama|8
881,"Title: Money Talks (1997) | Genres: Action|1, Comedy|5"
882,Title: Washington Square (1997) | Genres: Drama|8
883,Title: Telling Lies in America (1997) | Genres: Drama|8
884,Title: Year of the Horse (1997) | Genres: Documentary|7
885,Title: Phantoms (1998) | Genres: Horror|11
886,"Title: Life Less Ordinary, A (1997) | Genres: Romance|14, Thriller|16"
887,Title: Eve's Bayou (1997) | Genres: Drama|8
888,Title: One Night Stand (1997) | Genres: Drama|8
889,"Title: Tango Lesson, The (1997) | Genres: Romance|14"
890,"Title: Mortal Kombat: Annihilation (1997) | Genres: Action|1, Adventure|2"
891,"Title: Bent (1997) | Genres: Drama|8, War|17"
892,"Title: Flubber (1997) | Genres: Children's|4, Comedy|5, Fantasy|9"
893,Title: For Richer or Poorer (1997) | Genres: Comedy|5
894,"Title: Home Alone 3 (1997) | Genres: Children's|4, Comedy|5"
895,"Title: Scream 2 (1997) | Genres: Horror|11, Thriller|16"
896,"Title: Sweet Hereafter, The (1997) | Genres: Drama|8"
897,"Title: Time Tracers (1995) | Genres: Action|1, Adventure|2, Sci-Fi|15"
898,"Title: Postman, The (1997) | Genres: Drama|8"
899,"Title: Winter Guest, The (1997) | Genres: Drama|8"
900,Title: Kundun (1997) | Genres: Drama|8
901,Title: Mr. Magoo (1997) | Genres: Comedy|5
902,"Title: Big Lebowski, The (1998) | Genres: Comedy|5, Crime|6, Mystery|13, Thriller|16"
903,"Title: Afterglow (1997) | Genres: Drama|8, Romance|14"
904,"Title: Ma vie en rose (My Life in Pink) (1997) | Genres: Comedy|5, Drama|8"
905,"Title: Great Expectations (1998) | Genres: Drama|8, Romance|14"
906,"Title: Oscar & Lucinda (1997) | Genres: Drama|8, Romance|14"
907,Title: Vermin (1998) | Genres: Comedy|5
908,Title: Half Baked (1998) | Genres: Comedy|5
909,Title: Dangerous Beauty (1998) | Genres: Drama|8
910,Title: Nil By Mouth (1997) | Genres: Drama|8
911,"Title: Twilight (1998) | Genres: Crime|6, Drama|8"
912,"Title: U.S. Marshalls (1998) | Genres: Action|1, Thriller|16"
913,Title: Love and Death on Long Island (1997) | Genres: Comedy|5
914,"Title: Wild Things (1998) | Genres: Crime|6, Drama|8, Mystery|13, Thriller|16"
915,Title: Primary Colors (1998) | Genres: Drama|8
916,"Title: Lost in Space (1998) | Genres: Action|1, Sci-Fi|15, Thriller|16"
917,"Title: Mercury Rising (1998) | Genres: Action|1, Drama|8, Thriller|16"
918,Title: City of Angels (1998) | Genres: Romance|14
919,"Title: City of Lost Children, The (1995) | Genres: Adventure|2, Sci-Fi|15"
920,Title: Two Bits (1995) | Genres: Drama|8
921,"Title: Farewell My Concubine (1993) | Genres: Drama|8, Romance|14"
922,Title: Dead Man (1995) | Genres: Western|18
923,Title: Raise the Red Lantern (1991) | Genres: Drama|8
924,"Title: White Squall (1996) | Genres: Adventure|2, Drama|8"
925,"Title: Unforgettable (1996) | Genres: Sci-Fi|15, Thriller|16"
926,Title: Down Periscope (1996) | Genres: Comedy|5
927,"Title: Flower of My Secret, The (Flor de mi secreto, La) (1995) | Genres: Drama|8"
928,"Title: Craft, The (1996) | Genres: Drama|8, Horror|11"
929,"Title: Harriet the Spy (1996) | Genres: Children's|4, Comedy|5"
930,"Title: Chain Reaction (1996) | Genres: Action|1, Adventure|2, Thriller|16"
931,"Title: Island of Dr. Moreau, The (1996) | Genres: Sci-Fi|15, Thriller|16"
932,"Title: First Kid (1996) | Genres: Children's|4, Comedy|5"
933,"Title: Funeral, The (1996) | Genres: Drama|8"
934,"Title: Preacher's Wife, The (1996) | Genres: Drama|8"
935,"Title: Paradise Road (1997) | Genres: Drama|8, War|17"
936,"Title: Brassed Off (1996) | Genres: Comedy|5, Drama|8, Romance|14"
937,"Title: Thousand Acres, A (1997) | Genres: Drama|8"
938,"Title: Smile Like Yours, A (1997) | Genres: Comedy|5, Romance|14"
939,"Title: Murder in the First (1995) | Genres: Drama|8, Thriller|16"
940,Title: Airheads (1994) | Genres: Comedy|5
941,"Title: With Honors (1994) | Genres: Comedy|5, Drama|8"
942,Title: What's Love Got to Do with It (1993) | Genres: Drama|8
943,Title: Killing Zoe (1994) | Genres: Thriller|16
944,"Title: Renaissance Man (1994) | Genres: Comedy|5, Drama|8, War|17"
945,"Title: Charade (1963) | Genres: Comedy|5, Mystery|13, Romance|14, Thriller|16"
946,"Title: Fox and the Hound, The (1981) | Genres: Animation|3, Children's|4"
947,"Title: Big Blue, The (Grand bleu, Le) (1988) | Genres: Adventure|2, Romance|14"
948,"Title: Booty Call (1997) | Genres: Comedy|5, Romance|14"
949,"Title: How to Make an American Quilt (1995) | Genres: Drama|8, Romance|14"
950,Title: Georgia (1995) | Genres: Drama|8
951,"Title: Indian in the Cupboard, The (1995) | Genres: Adventure|2, Children's|4, Fantasy|9"
952,Title: Blue in the Face (1995) | Genres: Comedy|5
953,"Title: Unstrung Heroes (1995) | Genres: Comedy|5, Drama|8"
954,Title: Unzipped (1995) | Genres: Documentary|7
955,"Title: Before Sunrise (1995) | Genres: Drama|8, Romance|14"
956,Title: Nobody's Fool (1994) | Genres: Drama|8
957,Title: Pushing Hands (1992) | Genres: Comedy|5
958,Title: To Live (Huozhe) (1994) | Genres: Drama|8
959,Title: Dazed and Confused (1993) | Genres: Comedy|5
960,Title: Naked (1993) | Genres: Drama|8
961,Title: Orlando (1993) | Genres: Drama|8
962,Title: Ruby in Paradise (1993) | Genres: Drama|8
963,"Title: Some Folks Call It a Sling Blade (1993) | Genres: Drama|8, Thriller|16"
964,"Title: Month by the Lake, A (1995) | Genres: Comedy|5, Drama|8"
965,"Title: Funny Face (1957) | Genres: Comedy|5, Musical|12"
966,"Title: Affair to Remember, An (1957) | Genres: Romance|14"
967,Title: Little Lord Fauntleroy (1936) | Genres: Drama|8
968,"Title: Inspector General, The (1949) | Genres: Musical|12"
969,"Title: Winnie the Pooh and the Blustery Day (1968) | Genres: Animation|3, Children's|4"
970,Title: Hear My Song (1991) | Genres: Comedy|5
971,"Title: Mediterraneo (1991) | Genres: Comedy|5, War|17"
972,Title: Passion Fish (1992) | Genres: Drama|8
973,Title: Grateful Dead (1995) | Genres: Documentary|7
974,"Title: Eye for an Eye (1996) | Genres: Drama|8, Thriller|16"
975,Title: Fear (1996) | Genres: Thriller|16
976,"Title: Solo (1996) | Genres: Action|1, Sci-Fi|15, Thriller|16"
977,"Title: Substitute, The (1996) | Genres: Action|1"
978,"Title: Heaven's Prisoners (1996) | Genres: Mystery|13, Thriller|16"
979,"Title: Trigger Effect, The (1996) | Genres: Drama|8, Thriller|16"
980,Title: Mother Night (1996) | Genres: Drama|8
981,Title: Dangerous Ground (1997) | Genres: Drama|8
982,"Title: Maximum Risk (1996) | Genres: Action|1, Adventure|2, Thriller|16"
983,"Title: Rich Man's Wife, The (1996) | Genres: Thriller|16"
984,Title: Shadow Conspiracy (1997) | Genres: Thriller|16
985,Title: Blood & Wine (1997) | Genres: Drama|8
986,Title: Turbulence (1997) | Genres: Thriller|16
987,Title: Underworld (1997) | Genres: Thriller|16
988,"Title: Beautician and the Beast, The (1997) | Genres: Comedy|5, Romance|14"
989,"Title: Cats Don't Dance (1997) | Genres: Animation|3, Children's|4, Musical|12"
990,"Title: Anna Karenina (1997) | Genres: Drama|8, Romance|14"
991,Title: Keys to Tulsa (1997) | Genres: Crime|6
992,"Title: Head Above Water (1996) | Genres: Comedy|5, Thriller|16"
993,"Title: Hercules (1997) | Genres: Adventure|2, Animation|3, Children's|4, Comedy|5, Musical|12"
994,"Title: Last Time I Committed Suicide, The (1997) | Genres: Drama|8"
995,"Title: Kiss Me, Guido (1997) | Genres: Comedy|5"
996,"Title: Big Green, The (1995) | Genres: Children's|4, Comedy|5"
997,Title: Stuart Saves His Family (1995) | Genres: Comedy|5
998,Title: Cabin Boy (1994) | Genres: Comedy|5
999,Title: Clean Slate (1994) | Genres: Comedy|5
1000,"Title: Lightning Jack (1994) | Genres: Comedy|5, Western|18"
1001,"Title: Stupids, The (1996) | Genres: Comedy|5"
1002,"Title: Pest, The (1997) | Genres: Comedy|5"
1003,"Title: That Darn Cat! (1997) | Genres: Children's|4, Comedy|5, Mystery|13"
1004,"Title: Geronimo: An American Legend (1993) | Genres: Drama|8, Western|18"
1005,"Title: Double vie de Véronique, La (Double Life of Veronique, The) (1991) | Genres: Drama|8"
1006,"Title: Until the End of the World (Bis ans Ende der Welt) (1991) | Genres: Drama|8, Sci-Fi|15"
1007,Title: Waiting for Guffman (1996) | Genres: Comedy|5
1008,Title: I Shot Andy Warhol (1996) | Genres: Drama|8
1009,Title: Stealing Beauty (1996) | Genres: Drama|8
1010,Title: Basquiat (1996) | Genres: Drama|8
1011,Title: 2 Days in the Valley (1996) | Genres: Crime|6
1012,"Title: Private Parts (1997) | Genres: Comedy|5, Drama|8"
1013,"Title: Anaconda (1997) | Genres: Action|1, Adventure|2, Thriller|16"
1014,Title: Romy and Michele's High School Reunion (1997) | Genres: Comedy|5
1015,"Title: Shiloh (1997) | Genres: Children's|4, Drama|8"
1016,"Title: Con Air (1997) | Genres: Action|1, Adventure|2, Thriller|16"
1017,Title: Trees Lounge (1996) | Genres: Drama|8
1018,Title: Tie Me Up! Tie Me Down! (1990) | Genres: Drama|8
1019,"Title: Die xue shuang xiong (Killer, The) (1989) | Genres: Action|1, Thriller|16"
1020,"Title: Gaslight (1944) | Genres: Mystery|13, Thriller|16"
1021,Title: 8 1/2 (1963) | Genres: Drama|8
1022,"Title: Fast, Cheap & Out of Control (1997) | Genres: Documentary|7"
1023,Title: Fathers' Day (1997) | Genres: Comedy|5
1024,Title: Mrs. Dalloway (1997) | Genres: Romance|14
1025,"Title: Fire Down Below (1997) | Genres: Action|1, Drama|8, Thriller|16"
1026,"Title: Lay of the Land, The (1997) | Genres: Comedy|5, Drama|8"
1027,"Title: Shooter, The (1995) | Genres: Action|1"
1028,"Title: Grumpier Old Men (1995) | Genres: Comedy|5, Romance|14"
1029,Title: Jury Duty (1995) | Genres: Comedy|5
1030,"Title: Beverly Hillbillies, The (1993) | Genres: Comedy|5"
1031,"Title: Lassie (1994) | Genres: Adventure|2, Children's|4"
1032,"Title: Little Big League (1994) | Genres: Children's|4, Comedy|5"
1033,"Title: Homeward Bound II: Lost in San Francisco (1996) | Genres: Adventure|2, Children's|4"
1034,"Title: Quest, The (1996) | Genres: Action|1, Adventure|2"
1035,Title: Cool Runnings (1993) | Genres: Comedy|5
1036,"Title: Drop Dead Fred (1991) | Genres: Comedy|5, Fantasy|9"
1037,"Title: Grease 2 (1982) | Genres: Comedy|5, Musical|12, Romance|14"
1038,Title: Switchback (1997) | Genres: Thriller|16
1039,Title: Hamlet (1996) | Genres: Drama|8
1040,"Title: Two if by Sea (1996) | Genres: Comedy|5, Romance|14"
1041,"Title: Forget Paris (1995) | Genres: Comedy|5, Romance|14"
1042,"Title: Just Cause (1995) | Genres: Mystery|13, Thriller|16"
1043,Title: Rent-a-Kid (1995) | Genres: Comedy|5
1044,"Title: Paper, The (1994) | Genres: Comedy|5, Drama|8"
1045,Title: Fearless (1993) | Genres: Drama|8
1046,Title: Malice (1993) | Genres: Thriller|16
1047,Title: Multiplicity (1996) | Genres: Comedy|5
1048,"Title: She's the One (1996) | Genres: Comedy|5, Romance|14"
1049,Title: House Arrest (1996) | Genres: Comedy|5
1050,"Title: Ghost and Mrs. Muir, The (1947) | Genres: Drama|8, Romance|14"
1051,"Title: Associate, The (1996) | Genres: Comedy|5"
1052,"Title: Dracula: Dead and Loving It (1995) | Genres: Comedy|5, Horror|11"
1053,Title: Now and Then (1995) | Genres: Drama|8
1054,Title: Mr. Wrong (1996) | Genres: Comedy|5
1055,"Title: Simple Twist of Fate, A (1994) | Genres: Drama|8"
1056,Title: Cronos (1992) | Genres: Horror|11
1057,"Title: Pallbearer, The (1996) | Genres: Comedy|5"
1058,"Title: War, The (1994) | Genres: Adventure|2, Drama|8"
1059,Title: Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) | Genres: Comedy|5
1060,"Title: Adventures of Pinocchio, The (1996) | Genres: Adventure|2, Children's|4"
1061,"Title: Evening Star, The (1996) | Genres: Comedy|5, Drama|8"
1062,Title: Four Days in September (1997) | Genres: Drama|8
1063,"Title: Little Princess, A (1995) | Genres: Children's|4, Drama|8"
1064,"Title: Crossfire (1947) | Genres: Crime|6, Film-Noir|10"
1065,"Title: Koyaanisqatsi (1983) | Genres: Documentary|7, War|17"
1066,"Title: Balto (1995) | Genres: Animation|3, Children's|4"
1067,Title: Bottle Rocket (1996) | Genres: Comedy|5
1068,"Title: Star Maker, The (Uomo delle stelle, L') (1995) | Genres: Drama|8"
1069,"Title: Amateur (1994) | Genres: Crime|6, Drama|8, Thriller|16"
1070,Title: Living in Oblivion (1995) | Genres: Comedy|5
1071,Title: Party Girl (1995) | Genres: Comedy|5
1072,"Title: Pyromaniac's Love Story, A (1995) | Genres: Comedy|5, Romance|14"
1073,Title: Shallow Grave (1994) | Genres: Thriller|16
1074,"Title: Reality Bites (1994) | Genres: Comedy|5, Drama|8"
1075,"Title: Man of No Importance, A (1994) | Genres: Drama|8"
1076,"Title: Pagemaster, The (1994) | Genres: Action|1, Adventure|2, Animation|3, Children's|4, Fantasy|9"
1077,Title: Love and a .45 (1994) | Genres: Thriller|16
1078,"Title: Oliver & Company (1988) | Genres: Animation|3, Children's|4"
1079,"Title: Joe's Apartment (1996) | Genres: Comedy|5, Musical|12"
1080,Title: Celestial Clockwork (1994) | Genres: Comedy|5
1081,Title: Curdled (1996) | Genres: Crime|6
1082,Title: Female Perversions (1996) | Genres: Drama|8
1083,"Title: Albino Alligator (1996) | Genres: Crime|6, Thriller|16"
1084,Title: Anne Frank Remembered (1995) | Genres: Documentary|7
1085,"Title: Carried Away (1996) | Genres: Drama|8, Romance|14"
1086,Title: It's My Party (1995) | Genres: Drama|8
1087,Title: Bloodsport 2 (1995) | Genres: Action|1
1088,Title: Double Team (1997) | Genres: Action|1
1089,"Title: Speed 2: Cruise Control (1997) | Genres: Action|1, Romance|14, Thriller|16"
1090,Title: Sliver (1993) | Genres: Thriller|16
1091,"Title: Pete's Dragon (1977) | Genres: Adventure|2, Animation|3, Children's|4, Musical|12"
1092,Title: Dear God (1996) | Genres: Comedy|5
1093,Title: Live Nude Girls (1995) | Genres: Comedy|5
1094,"Title: Thin Line Between Love and Hate, A (1996) | Genres: Comedy|5"
1095,Title: High School High (1996) | Genres: Comedy|5
1096,Title: Commandments (1997) | Genres: Romance|14
1097,"Title: Hate (Haine, La) (1995) | Genres: Drama|8"
1098,Title: Flirting With Disaster (1996) | Genres: Comedy|5
1099,"Title: Red Firecracker, Green Firecracker (1994) | Genres: Drama|8"
1100,"Title: What Happened Was... (1994) | Genres: Comedy|5, Drama|8, Romance|14"
1101,"Title: Six Degrees of Separation (1993) | Genres: Drama|8, Mystery|13"
1102,"Title: Two Much (1996) | Genres: Comedy|5, Romance|14"
1103,"Title: Trust (1990) | Genres: Comedy|5, Drama|8"
1104,"Title: C'est arrivé près de chez vous (1992) | Genres: Comedy|5, Crime|6, Drama|8"
1105,"Title: Firestorm (1998) | Genres: Action|1, Adventure|2, Thriller|16"
1106,"Title: Newton Boys, The (1998) | Genres: Crime|6, Drama|8"
1107,Title: Beyond Rangoon (1995) | Genres: Drama|8
1108,Title: Feast of July (1995) | Genres: Drama|8
1109,"Title: Death and the Maiden (1994) | Genres: Drama|8, Thriller|16"
1110,"Title: Tank Girl (1995) | Genres: Action|1, Comedy|5, Musical|12, Sci-Fi|15"
1111,Title: Double Happiness (1994) | Genres: Drama|8
1112,Title: Cobb (1994) | Genres: Drama|8
1113,Title: Mrs. Parker and the Vicious Circle (1994) | Genres: Drama|8
1114,Title: Faithful (1996) | Genres: Comedy|5
1115,"Title: Twelfth Night (1996) | Genres: Comedy|5, Drama|8, Romance|14"
1116,"Title: Mark of Zorro, The (1940) | Genres: Adventure|2"
1117,Title: Surviving Picasso (1996) | Genres: Drama|8
1118,Title: Up in Smoke (1978) | Genres: Comedy|5
1119,"Title: Some Kind of Wonderful (1987) | Genres: Drama|8, Romance|14"
1120,Title: I'm Not Rappaport (1996) | Genres: Comedy|5
1121,"Title: Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964) | Genres: Drama|8, Musical|12"
1122,"Title: They Made Me a Criminal (1939) | Genres: Crime|6, Drama|8"
1123,"Title: Last Time I Saw Paris, The (1954) | Genres: Drama|8"
1124,"Title: Farewell to Arms, A (1932) | Genres: Romance|14, War|17"
1125,"Title: Innocents, The (1961) | Genres: Thriller|16"
1126,"Title: Old Man and the Sea, The (1958) | Genres: Adventure|2, Drama|8"
1127,"Title: Truman Show, The (1998) | Genres: Drama|8"
1128,Title: Heidi Fleiss: Hollywood Madam (1995)  | Genres: Documentary|7
1129,"Title: Chungking Express (1994) | Genres: Drama|8, Mystery|13, Romance|14"
1130,Title: Jupiter's Wife (1994) | Genres: Documentary|7
1131,Title: Safe (1995) | Genres: Thriller|16
1132,"Title: Feeling Minnesota (1996) | Genres: Drama|8, Romance|14"
1133,"Title: Escape to Witch Mountain (1975) | Genres: Adventure|2, Children's|4, Fantasy|9"
1134,Title: Get on the Bus (1996) | Genres: Drama|8
1135,"Title: Doors, The (1991) | Genres: Drama|8, Musical|12"
1136,Title: Ghosts of Mississippi (1996) | Genres: Drama|8
1137,"Title: Beautiful Thing (1996) | Genres: Drama|8, Romance|14"
1138,"Title: Best Men (1997) | Genres: Action|1, Comedy|5, Crime|6, Drama|8"
1139,"Title: Hackers (1995) | Genres: Action|1, Crime|6, Thriller|16"
1140,"Title: Road to Wellville, The (1994) | Genres: Comedy|5"
1141,"Title: War Room, The (1993) | Genres: Documentary|7"
1142,Title: When We Were Kings (1996) | Genres: Documentary|7
1143,"Title: Hard Eight (1996) | Genres: Crime|6, Thriller|16"
1144,"Title: Quiet Room, The (1996) | Genres: Drama|8"
1145,Title: Blue Chips (1994) | Genres: Drama|8
1146,Title: Calendar Girl (1993) | Genres: Drama|8
1147,Title: My Family (1995) | Genres: Drama|8
1148,Title: Tom & Viv (1994) | Genres: Drama|8
1149,Title: Walkabout (1971) | Genres: Drama|8
1150,Title: Last Dance (1996) | Genres: Drama|8
1151,Title: Original Gangstas (1996) | Genres: Crime|6
1152,"Title: In Love and War (1996) | Genres: Romance|14, War|17"
1153,"Title: Backbeat (1993) | Genres: Drama|8, Musical|12"
1154,Title: Alphaville (1965) | Genres: Sci-Fi|15
1155,"Title: Rendezvous in Paris (Rendez-vous de Paris, Les) (1995) | Genres: Comedy|5, Romance|14"
1156,"Title: Cyclo (1995) | Genres: Crime|6, Drama|8"
1157,"Title: Relic, The (1997) | Genres: Horror|11"
1158,"Title: Fille seule, La (A Single Girl) (1995) | Genres: Drama|8"
1159,"Title: Stalker (1979) | Genres: Mystery|13, Sci-Fi|15"
1160,"Title: Love! Valour! Compassion! (1997) | Genres: Drama|8, Romance|14"
1161,"Title: Palookaville (1996) | Genres: Action|1, Drama|8"
1162,Title: Phat Beach (1996) | Genres: Comedy|5
1163,"Title: Portrait of a Lady, The (1996) | Genres: Drama|8"
1164,Title: Zeus and Roxanne (1997) | Genres: Children's|4
1165,"Title: Big Bully (1996) | Genres: Comedy|5, Drama|8"
1166,Title: Love & Human Remains (1993) | Genres: Comedy|5
1167,"Title: Sum of Us, The (1994) | Genres: Comedy|5"
1168,Title: Little Buddha (1993) | Genres: Drama|8
1169,Title: Fresh (1994) | Genres: Drama|8
1170,"Title: Spanking the Monkey (1994) | Genres: Comedy|5, Drama|8"
1171,Title: Wild Reeds (1994) | Genres: Drama|8
1172,"Title: Women, The (1939) | Genres: Comedy|5"
1173,"Title: Bliss (1997) | Genres: Drama|8, Romance|14"
1174,"Title: Caught (1996) | Genres: Drama|8, Thriller|16"
1175,Title: Hugo Pool (1997) | Genres: Romance|14
1176,"Title: Welcome To Sarajevo (1997) | Genres: Drama|8, War|17"
1177,Title: Dunston Checks In (1996) | Genres: Comedy|5
1178,Title: Major Payne (1994) | Genres: Comedy|5
1179,Title: Man of the House (1995) | Genres: Comedy|5
1180,"Title: I Love Trouble (1994) | Genres: Action|1, Comedy|5"
1181,"Title: Low Down Dirty Shame, A (1994) | Genres: Action|1, Comedy|5"
