user_id,candidate,ground_truth
536,94 60 750 244 820 1473 944 1323 648 980 1253 337 700 34 1436 32 1563 714 1006 667,94
537,715 606 506 1601 1460 1656 1358 236 717 667 93 708 184 1606 1613 239 155 392 194 738,715
538,216 270 1554 1536 1282 222 1029 362 893 1569 1125 1084 287 197 1252 218 1280 1378 1086 1128,216
539,215 1283 129 1620 164 102 981 1537 350 870 1540 818 213 593 386 577 651 471 1176 358,215
540,1226 655 963 229 611 1199 992 80 106 1209 1412 1281 1625 237 459 354 60 395 323 894,1226
541,225 1044 262 1653 1588 1305 454 1484 1139 539 263 808 387 672 718 124 1337 220 7 1108,225
542,12 1616 493 1145 1104 670 166 812 5 365 1174 920 239 953 1589 1223 177 555 1388 1394,12
543,936 1364 95 1591 1214 563 823 472 1185 1344 287 13 1427 1134 437 1177 870 319 1198 360,936
544,300 518 997 1620 1651 352 1431 694 1113 1176 28 411 422 1495 1391 874 45 206 84 567,300
545,578 1176 280 1290 908 1586 1229 1347 641 933 1567 904 1525 936 1269 1266 1500 339 1170 1643,578
546,590 146 388 1654 679 489 55 1672 1128 1547 630 1448 1404 265 598 1677 1439 511 196 832,590
547,319 1624 1476 1240 96 678 1007 752 1138 1533 1437 955 437 1574 1202 494 695 1548 1433 1319,319
548,1278 416 345 444 54 723 1659 387 1531 1298 886 469 1362 152 986 1399 29 1648 208 493,1278
549,237 79 1386 1616 770 578 1111 1338 1006 417 724 1275 324 1302 1563 940 532 57 1139 1497,237
550,15 513 171 903 846 1574 1380 1660 187 688 923 614 231 796 96 1429 948 874 412 103,15
551,780 1141 1452 766 1098 1669 1178 1298 1171 647 240 483 1278 1288 1026 828 905 560 252 552,780
552,121 1517 745 146 1175 1130 337 1146 1288 891 391 770 1200 274 1166 56 1486 1677 194 1086,121
553,661 1139 845 1561 1435 1572 296 1384 676 456 439 1236 571 802 749 202 1356 430 66 1015,661
554,328 894 639 473 131 110 870 1199 985 169 1634 843 1361 305 1042 938 1081 1650 1326 738,328
555,129 1319 74 1160 779 989 530 1538 1259 1424 786 412 598 156 986 1405 673 1657 573 376,129
556,172 814 399 107 498 690 1600 668 391 1191 641 1135 1562 699 712 466 930 1568 1193 1519,172
557,750 579 1042 735 248 1247 1401 229 1409 856 487 471 1186 409 1051 688 1469 1170 1092 1099,750
558,269 621 1261 1437 626 65 1355 1469 468 888 334 208 931 1382 560 1134 994 498 442 655,269
559,502 1472 445 464 784 1368 1584 489 1231 602 392 1569 387 821 1481 1416 870 1298 663 906,502
560,405 5 1246 41 1120 1604 1624 753 500 1442 1669 1647 1073 1110 151 1489 681 1075 76 772,405
561,1009 22 993 1245 254 1580 580 3 894 1304 1063 513 1368 915 841 648 42 776 364 1305,1009
562,504 424 1564 1571 1216 1612 383 438 1344 1664 828 1110 1175 1581 106 1285 59 1549 517 349,504
563,153 1400 116 1215 961 846 1167 1448 1379 1128 1443 646 1028 112 733 1681 1316 378 576 787,153
564,257 1358 130 1030 1277 939 1592 1237 633 301 987 574 516 1481 1064 153 152 1345 802 972,257
565,971 965 291 194 34 1550 939 1054 1662 287 926 1267 984 1612 512 774 275 644 647 1437,971
566,387 1032 542 814 592 374 1197 724 1411 1369 430 1581 1230 362 726 1271 1637 421 943 1437,387
567,248 1384 1277 1529 1420 1607 602 1524 1574 521 345 1584 1457 1466 229 531 1243 1143 76 163,248
568,529 1056 1550 886 1439 404 90 147 12 491 839 1092 623 379 1418 228 408 277 312 1083,529
569,287 1095 1611 310 667 453 1041 1580 1441 622 1578 72 1109 393 1468 1346 448 1176 875 678,287
570,327 34 642 879 168 1549 409 1421 1649 1003 1659 625 907 72 512 966 1511 1662 779 1307,327
571,114 1436 746 520 1055 393 145 601 1182 333 442 313 1525 246 614 1299 571 1464 1615 433,114
572,13 462 622 118 321 1030 353 1519 183 1483 280 1259 1168 108 1257 390 1389 395 576 1579,13
573,216 1301 1052 68 1318 1660 573 1305 1238 244 1372 1017 1271 1078 753 440 1605 1550 200 1022,216
574,100 785 54 896 1330 750 1128 1595 83 561 1028 615 1364 1055 292 291 500 998 136 1629,100
575,357 1156 444 1155 863 786 148 209 1442 141 925 1364 1317 1232 1324 1271 319 4 861 794,357
576,248 1544 1143 1616 60 488 373 1230 827 170 961 1043 439 651 42 1397 1082 341 414 1551,248
577,531 763 428 596 578 536 180 517 178 490 378 1102 1562 138 541 353 411 1571 1125 199,531
578,222 1333 121 965 1559 1234 1645 928 345 1191 1431 1302 408 1042 560 1613 20 1576 877 456,222
579,845 104 513 1503 456 325 1055 627 1478 441 640 480 514 1208 360 1646 376 818 1665 1046,845
580,3 1081 772 212 802 1478 1635 1334 570 11 794 1562 1055 510 1553 1669 865 1506 1230 1138,3
581,919 1597 11 1016 1011 220 186 331 77 36 1187 1260 1412 1058 278 1253 1064 1050 1659 164,919
582,1215 568 1505 566 1673 489 1244 739 500 1533 1095 548 1235 553 1554 1316 611 1164 1614 1283,1215
583,425 1463 1060 664 49 28 738 1006 1440 256 99 1625 691 629 449 332 447 37 153 1583,425
584,40 919 911 650 164 877 881 1457 589 976 595 1007 722 1479 610 157 1214 1507 1003 261,40
585,70 1509 662 859 1615 234 867 989 1159 630 161 254 1655 709 817 1075 1500 1428 1667 490,70
586,358 1460 877 297 987 1337 275 1125 256 1647 349 814 1079 1087 318 1334 1449 1224 141 776,358
587,1625 166 1012 632 555 1339 640 209 550 32 109 1163 383 360 1246 1321 669 247 1637 1428,1625
588,570 601 46 1012 397 710 1512 838 858 888 110 289 1419 1036 646 1593 743 753 756 137,570
589,689 561 1266 1355 769 641 1042 135 591 958 1406 1426 402 629 727 255 237 1276 1236 1369,689
590,1331 937 1658 1135 690 940 1176 497 250 264 945 541 1609 1332 817 66 799 1034 997 556,1331
591,856 1390 112 1262 1558 1296 1495 668 249 445 103 351 1304 345 1540 307 397 734 985 1320,856
592,345 1362 1266 1167 1411 155 160 838 497 1139 1603 330 1578 766 557 267 241 1292 1511 765,345
593,1016 1550 923 411 1647 1521 105 538 1330 963 1081 703 1192 530 1300 1547 1436 424 489 373,1016
594,199 153 336 835 718 155 966 1190 149 735 924 1250 321 363 1667 123 185 1017 1658 62,199
595,547 1221 980 229 1357 1457 784 1318 1297 566 1095 1105 252 1529 1228 1629 648 295 1025 716,547
596,181 17 1053 1257 102 1612 899 784 538 808 1182 109 290 1504 627 616 203 1195 655 916,181
597,825 989 624 1287 230 934 7 492 1340 70 1476 379 81 1451 499 876 1268 1468 447 1321,825
598,22 1512 694 776 735 344 1361 235 992 618 496 830 109 560 473 1090 162 897 1349 1329,22
599,546 8 963 384 1593 1012 1259 1353 1466 170 1041 82 997 1261 821 215 1498 1422 869 1357,546
600,450 1495 442 35 1254 1579 308 928 590 1523 597 380 1559 1111 474 213 976 1411 1310 1151,450
601,382 522 1117 1360 729 239 490 911 1340 1115 811 391 881 339 1405 1359 1384 702 471 1508,382
602,117 754 1076 700 1042 1680 1003 1182 84 303 1534 474 1140 1310 1136 1609 701 901 401 867,117
603,216 862 632 186 406 1069 657 557 1137 360 1572 871 534 1253 552 361 431 1112 1136 808,216
604,447 1386 1500 249 673 15 404 986 1617 1185 128 1009 940 583 1607 208 970 574 1331 519,447
605,462 1176 1255 1192 611 44 890 368 642 1162 104 36 1638 271 1269 1323 894 1156 1266 1347,462
606,326 551 249 163 983 1541 657 1416 1301 335 550 489 1028 1290 297 748 1580 948 1652 967,326
607,30 1392 1214 286 331 418 1435 1344 628 153 848 718 1115 1051 209 245 1610 1109 162 206,30
608,76 755 324 1128 271 1672 1417 1058 767 424 1259 154 723 253 724 471 103 650 1639 945,76
609,408 1578 1482 1302 282 314 951 1412 208 752 1377 1534 1569 1641 562 1389 1243 987 1497 805,408
610,673 1050 213 358 398 500 809 901 615 894 1198 1321 666 1476 89 1599 899 1057 339 973,673
611,886 1461 1542 1263 976 94 764 1484 1101 519 367 360 1609 1563 798 1462 156 393 996 1422,886
612,604 1587 992 936 1156 234 1636 1433 216 1482 315 669 244 710 1681 107 985 242 1375 219,604
613,279 399 1100 1265 1296 1126 1002 1498 358 793 1580 1045 1060 587 1374 836 648 1661 710 293,279
614,717 1360 520 906 1244 694 381 1568 390 1187 456 1060 672 503 684 1392 242 269 1560 45,717
615,732 468 1251 1382 1016 1141 405 1423 258 1584 1226 1378 381 1399 850 1117 656 1174 735 913,732
616,937 465 1589 21 421 1307 994 580 1548 114 1604 957 298 686 1233 1617 1034 1564 1084 404,937
617,668 1211 157 1669 1182 593 1311 463 468 792 329 1078 1640 773 806 1535 890 1329 1159 160,668
618,144 975 525 1221 1538 393 1405 1643 1051 1630 1434 983 332 1256 503 954 1493 1220 407 1257,144
619,576 1609 409 1141 1430 1034 85 848 809 472 1673 1523 1226 1447 562 987 517 1323 423 845,576
620,112 1373 947 728 1389 888 344 638 1541 1523 426 925 1173 1449 497 1547 862 610 1514 195,112
621,333 1138 702 651 1663 1195 48 332 1325 300 1050 314 386 133 238 1294 1612 729 158 1584,333
622,1411 1484 108 1274 1603 1452 1531 1653 369 806 898 968 1330 1001 574 326 1661 118 215 305,1411
623,210 229 533 1159 1136 1501 1312 1029 1659 1244 793 695 2 503 527 1078 824 1440 790 944,210
624,312 270 119 734 1301 1664 793 1472 141 1079 1248 224 691 1536 332 1189 340 1542 1650 1028,312
625,385 1508 330 1054 768 48 1142 1475 20 220 862 1319 960 1227 666 1311 1613 1301 305 396,385
626,923 257 716 1655 1209 336 415 22 811 805 383 806 1111 311 819 6 1592 386 331 1386,923
627,541 920 589 216 633 1441 1636 599 1465 714 695 1280 395 315 371 617 622 1161 719 1468,541
628,294 644 841 724 649 1057 615 580 406 643 1128 663 1393 1523 56 226 951 1014 210 906,294
629,729 1506 920 1216 1104 1593 901 1406 478 1102 1095 1498 797 1182 299 1110 1015 1235 191 337,729
630,272 558 1006 38 250 1038 873 90 1386 1301 1366 1607 815 109 1425 450 373 775 1103 131,272
631,886 84 1352 700 1180 200 916 557 598 1242 1129 1420 1510 785 860 1396 669 1441 244 268,886
632,258 314 1354 1376 1451 162 1532 1435 1587 1331 708 1152 1099 1453 1300 1643 415 368 1571 101,258
633,234 542 1547 336 1527 1421 66 829 1484 1174 140 165 443 743 689 1195 1340 411 1272 1026,234
634,269 1366 335 973 1395 1495 1510 219 177 139 47 292 978 509 980 1071 14 1423 885 1300,269
635,1 146 253 586 394 1444 937 1461 34 1354 28 1084 1570 67 1454 1586 1269 522 1537 148,1
636,235 615 788 1371 1441 1299 1042 439 1383 539 1612 693 1250 1106 252 238 1454 660 17 1193,235
637,291 1675 1258 1522 199 708 1222 1515 926 1550 1301 1365 312 484 761 1207 1545 234 1105 269,291
638,523 605 1104 561 1395 879 1562 540 346 1023 807 445 1068 1553 360 330 320 903 1624 1211,523
639,958 1635 335 361 823 1588 697 621 587 1397 1621 1356 1139 1188 37 40 87 75 292 1650,958
640,691 183 1159 84 462 1621 1070 1154 1391 636 1673 531 1539 875 1371 784 404 294 1253 1033,691
641,30 870 1123 1498 1107 74 1146 906 488 216 555 1426 706 392 620 1220 1073 102 1294 691,30
642,815 1095 1422 741 538 10 276 1218 1549 1258 864 675 1522 358 1106 314 1657 223 1119 229,815
643,255 391 353 1001 363 1104 1227 84 392 1074 813 963 287 1606 1140 1193 131 151 705 1380,255
644,255 508 1216 1242 1477 1281 618 1402 966 1026 1101 1134 534 337 1192 1046 1016 1030 87 348,255
645,87 1024 1169 646 1555 562 806 532 77 529 972 163 264 1061 1521 1081 1364 1624 1424 184,87
646,1176 593 1442 930 1004 686 1146 408 543 231 485 901 2 50 382 655 627 1293 453 301,1176
647,73 1208 116 905 323 1471 1376 674 234 1454 531 988 303 1181 1433 1259 692 527 224 501,73
648,563 76 1468 1576 529 1177 400 1109 993 1471 366 138 1194 1654 749 1290 1159 1568 885 813,563
649,254 1221 1612 457 1040 343 18 1193 1457 139 914 943 1613 1494 1672 210 1482 701 1353 1378,254
650,1110 1025 1199 1035 1635 1231 386 1204 1431 546 578 1061 749 609 1333 268 917 60 1659 1680,1110
651,327 1350 679 954 1199 823 812 1160 838 883 861 513 571 1647 319 959 1670 602 496 466,327
652,699 781 582 1148 489 451 58 1445 20 934 26 508 1541 161 376 1571 887 1572 493 8,699
653,245 1462 1603 1662 459 1642 971 964 18 1652 505 1644 752 314 1059 437 1567 1121 1416 584,245
654,269 43 1525 516 1393 447 1574 1132 1639 1078 1440 543 1345 1604 789 991 737 856 1545 1286,269
655,1645 1010 1452 1128 1268 789 839 174 1273 1166 1567 1668 307 1586 389 175 1101 472 1086 1033,1645
656,896 1255 18 1665 289 1245 688 2 1076 1058 1526 1506 809 60 1680 851 68 1651 1463 502,896
657,117 230 1101 584 1092 461 1285 964 498 1468 246 494 1618 1013 1394 37 1208 559 1162 527,117
658,151 1454 456 1096 568 104 945 1245 1037 1162 841 800 1097 1244 679 1310 1563 145 1075 580,151
659,387 928 440 703 1384 1275 171 1378 1015 842 649 1539 605 966 1532 335 978 1383 108 370,387
660,209 613 489 865 606 826 700 336 894 372 1198 494 1600 170 1497 1281 1343 4 445 42,209
661,272 837 229 1253 809 775 1470 347 914 1126 937 1560 1630 996 737 1153 975 886 1373 946,272
662,100 891 966 768 1389 552 1479 575 17 338 461 1397 1432 955 933 1557 1263 383 1452 1144,100
663,187 1196 1280 1054 1184 552 629 369 916 1585 536 1579 1133 548 736 48 947 1328 733 778,187
664,202 448 329 842 1177 992 1222 1553 1475 388 1116 262 1054 669 1021 656 970 1232 1468 691,202
665,315 638 1319 546 245 334 1537 1163 291 1349 352 1209 744 114 123 1570 1092 1620 132 458,315
666,792 772 1277 836 1529 524 1312 170 1586 123 1565 347 994 1243 1359 1125 673 60 1200 741,792
667,660 1209 552 1581 1640 1336 140 1498 1583 571 772 832 391 1320 588 967 44 809 628 864,660
668,354 698 1530 861 369 913 929 831 355 1518 218 955 350 110 313 1366 923 776 1064 790,354
669,82 301 235 1022 1442 1117 1363 1295 1525 980 1407 1496 870 26 110 981 88 1097 1340 316,82
670,191 892 1207 140 580 1394 1632 357 37 145 1538 1332 381 704 576 141 700 119 1058 1473,191
671,255 224 1250 310 498 864 21 772 695 1288 1259 317 1630 1375 687 338 323 625 831 1006,255
672,1061 316 1315 448 1329 688 1139 731 1208 314 576 658 630 1444 835 733 1217 44 478 431,1061
673,79 465 1115 1289 705 1118 707 752 6 1410 1514 1113 1198 222 392 952 868 204 852 296,79
674,111 1204 1595 1626 1085 967 1305 1104 1171 388 320 834 705 387 303 1040 1542 1184 1500 1278,111
675,1101 218 1348 871 1239 197 162 714 1350 193 748 1351 1455 88 82 38 327 1622 234 1674,1101
676,520 1376 1421 1514 879 702 825 213 1256 827 1143 844 646 1378 37 56 725 112 632 119,520
677,101 1545 1306 861 1360 925 961 309 1144 31 376 844 1349 847 279 540 134 127 1090 1336,101
678,117 1515 1084 1179 471 1214 6 451 1237 1577 546 738 1563 271 697 254 224 677 901 627,117
679,73 1101 1303 340 787 1439 813 1656 282 864 1165 140 397 302 1097 760 1036 883 1322 1419,73
680,117 963 264 522 55 540 211 945 560 741 258 833 581 656 1381 1123 353 1432 1263 1672,117
681,289 413 1196 1356 1619 1418 736 1275 1118 943 170 1377 276 783 863 111 330 767 452 1087,289
682,250 850 923 123 1602 266 1338 538 1557 659 99 363 915 1476 1675 1413 838 1613 910 207,250
683,248 111 488 655 561 501 232 293 1127 96 888 1238 1388 596 1579 224 739 541 963 1050,248
684,49 639 1337 855 548 1105 873 379 1195 1635 440 513 1114 824 352 1474 40 1150 203 1414,49
686,181 1625 277 639 566 100 799 227 945 1076 376 1400 459 1097 1084 115 1419 1133 203 95,181
687,678 923 253 287 399 1388 602 1487 1109 450 1654 676 1013 1157 142 970 351 541 1503 916,678
688,877 182 1225 217 402 301 1412 1202 370 1440 977 907 272 864 317 1050 1429 531 64 725,877
689,328 974 1014 1023 335 1242 1590 1137 1074 116 1610 82 274 329 1351 498 159 1127 717 226,328
690,197 797 350 331 723 1070 570 860 693 961 246 427 760 167 1054 297 425 183 886 1419,197
691,205 1400 1616 389 592 566 289 207 480 1604 1517 1038 1596 482 296 1460 361 1153 1119 791,205
692,412 1584 1015 551 82 626 32 1525 691 440 1570 878 406 40 1140 1611 1473 507 811 472,412
693,313 82 1215 400 210 1221 1359 325 1313 1051 624 952 1554 1505 1086 661 863 1578 1433 1015,313
694,179 595 841 819 198 717 886 1115 1026 79 1682 170 607 1052 1668 236 377 1498 1341 1557,179
695,678 1096 1367 702 1450 1452 1197 73 221 701 1541 1395 1392 1247 1577 971 369 1056 330 935,678
696,285 445 493 536 1309 112 1259 1626 961 633 56 848 1256 1320 1580 123 665 411 426 114,285
697,246 477 1287 502 1393 1433 1661 1565 920 321 924 433 934 368 939 1361 1658 1607 593 1244,246
698,512 893 1346 1631 188 78 1362 484 825 1340 444 561 1485 1086 1272 419 1669 831 746 441,512
699,270 1180 160 1077 801 744 1586 1164 272 582 1358 788 411 1379 1321 1444 1388 896 1465 1235,270
700,318 979 522 1628 264 807 482 1352 1380 1438 1143 250 2 1248 1337 1064 864 621 795 1155,318
701,275 530 792 474 1676 813 1667 1135 675 5 1539 163 841 1258 448 858 1615 1452 1533 742,275
702,222 1092 1194 971 473 889 937 987 588 1427 1118 177 1402 1676 1043 1624 167 946 1261 1047,222
703,121 454 1154 1643 96 750 1292 45 1294 652 1158 1016 119 1519 733 789 88 1114 1278 384,121
704,131 1100 397 1387 617 1073 92 1031 1616 535 461 1055 1557 1607 1192 1258 555 1282 811 593,131
705,196 474 67 1015 1424 1241 941 304 1396 1108 40 1270 1349 1509 435 105 1164 673 1393 818,196
706,237 341 1204 405 1112 534 1086 1239 873 1397 506 1164 868 667 365 963 425 1549 1421 100,237
707,902 504 21 1553 668 1005 967 210 996 945 559 1415 407 1225 761 1446 961 1640 71 1255,902
708,126 1135 707 1250 536 1009 553 225 810 1599 1287 1334 564 1426 617 609 226 614 186 240,126
709,203 1166 1167 682 102 557 509 1521 864 1480 1257 131 1023 189 1577 1527 1635 1213 358 530,203
710,346 216 77 1398 1520 251 1105 822 758 300 147 1673 1171 1320 813 368 909 90 400 1526,346
711,316 337 833 1591 468 1447 1033 1030 607 270 953 1130 105 938 1394 1630 1219 262 210 543,316
712,142 724 447 1088 1388 1285 426 1052 778 1150 1654 877 487 297 1078 823 312 1323 864 1105,142
713,347 20 569 1132 728 237 307 764 11 1225 668 5 331 1424 358 1352 925 355 1015 1114,347
714,300 675 1171 456 374 984 42 836 1254 158 549 1511 1619 292 163 1310 619 699 1278 701,300
715,193 1344 529 393 1668 873 1106 1338 1051 842 819 1356 697 528 1225 642 845 145 846 1429,193
716,141 1260 1070 1641 1588 600 454 1169 635 654 464 461 1017 530 537 666 400 466 1493 762,141
717,127 98 294 1562 643 970 415 1406 1191 949 70 352 1021 84 1012 369 498 409 579 421,127
718,751 1475 1134 1294 735 745 228 709 214 661 3 571 909 1221 873 117 154 373 1514 966,751
719,220 1575 1557 1166 217 105 1568 1531 1041 287 196 1407 55 662 169 1218 950 1510 1678 440,220
720,902 1434 1475 3 1531 1383 525 368 488 1443 684 677 456 1252 236 1229 1053 970 370 1467,902
721,204 238 65 442 1468 1099 551 129 1041 20 1028 1397 1111 304 598 1475 241 218 353 1211,204
722,130 979 867 238 661 1384 1234 502 327 1587 269 418 1167 484 308 1205 1669 851 1588 465,130
723,164 136 929 319 1401 380 1076 1615 347 341 1519 1072 417 580 415 386 1207 251 1619 762,164
724,895 1596 570 545 996 865 1630 1079 1311 481 228 762 997 54 801 670 709 894 1015 1135,895
725,328 1635 1118 759 1185 850 116 1356 136 859 727 755 676 958 838 896 955 309 365 803,328
726,1 1421 1154 984 284 119 122 1490 183 65 312 1159 227 1664 1592 1440 469 804 1033 1031,1
727,982 895 386 1362 602 441 1041 995 1060 417 880 302 305 1168 1280 500 1331 535 1449 93,982
728,285 904 1433 1074 618 1442 894 1005 643 1271 1403 1091 192 703 728 1243 751 995 357 339,285
729,272 179 799 204 711 1448 1675 1406 149 1172 129 702 1667 834 1421 301 611 1427 626 286,272
730,257 1406 1654 259 1345 300 1479 237 1176 242 1049 256 1632 1435 28 1108 1670 684 1352 643,257
731,480 245 768 443 737 1591 749 1631 154 1419 870 1187 678 1052 1311 1221 752 233 792 1468,480
732,288 1020 1544 875 1256 1117 961 375 557 84 1551 743 1374 277 1010 1484 411 462 577 1360,288
733,1338 914 835 1038 1522 289 1293 1385 173 1675 1148 158 984 1571 644 579 1616 807 501 1357,1338
734,121 662 882 963 1280 1417 1635 611 718 414 840 780 1138 967 1531 1671 326 362 952 690,121
735,298 856 688 1121 284 39 1589 1025 400 783 170 1051 903 742 5 158 662 652 759 831,298
736,253 813 1009 551 603 1413 495 1172 1651 5 443 1632 1494 1212 173 1203 1517 187 666 213,253
737,175 1591 747 10 1478 611 1270 375 1582 253 1391 1514 1679 268 1173 832 604 754 829 337,175
738,136 1317 630 793 876 1299 1071 860 317 810 1506 1300 923 1450 752 1037 684 563 541 1385,136
739,187 2 1379 460 1542 229 902 254 476 847 6 780 350 1390 555 1548 1620 388 910 1552,187
740,1038 940 125 398 1527 936 801 627 871 116 859 387 54 823 271 1178 715 1496 32 988,1038
741,283 613 1320 904 965 514 855 1337 1428 476 1196 110 947 367 612 994 1378 1137 203 1375,283
742,237 1020 843 629 1103 919 501 762 1656 1623 370 1041 880 937 1218 982 1428 377 21 808,237
743,9 1405 969 1044 549 756 232 1633 1598 180 188 1504 871 772 394 494 1624 12 895 637,9
744,1 764 440 1160 1587 209 21 445 854 1068 455 438 148 777 1439 499 1500 944 230 1533,1
745,10 902 1067 282 261 1225 1093 1422 932 1187 665 988 509 237 329 1410 496 432 1356 270,10
746,64 1376 519 1567 1445 1443 620 212 1020 489 945 349 951 1161 1266 1111 6 1356 300 636,64
747,672 814 1526 126 1489 1120 1028 697 1251 972 1367 311 808 49 125 721 1065 1365 950 944,672
748,199 116 471 44 1071 568 1216 366 109 796 524 622 936 613 1163 399 122 83 680 927,199
749,620 704 138 1070 712 922 846 1527 1503 1410 864 869 382 601 1352 1609 259 707 477 1237,620
750,331 1548 739 768 1032 1507 257 1513 552 141 2 1625 1302 184 403 993 1518 1459 574 63,331
751,738 211 183 1613 1221 843 682 1029 305 459 260 370 648 34 197 1501 1435 462 219 1085,738
752,589 246 189 543 855 1589 322 1477 813 61 915 1118 767 1640 846 1279 214 478 103 668,589
753,64 1063 1503 1010 90 1616 1662 266 165 1111 629 1027 879 1364 121 246 371 231 326 1164,64
754,291 515 1534 136 373 787 210 1413 1682 5 1097 992 1189 1076 828 353 1027 652 1567 430,291
755,748 923 101 410 700 1528 1295 1513 228 973 331 665 949 1045 1035 798 1428 1054 470 877,748
756,55 328 1013 1057 1430 1429 282 1637 940 238 348 1351 341 270 1045 274 574 818 1492 840,55
757,168 1411 399 348 392 1105 167 1129 1031 1057 1611 400 856 798 1626 1353 1352 591 1497 963,168
758,902 1162 928 771 658 513 314 872 1027 953 1633 1301 497 1136 877 397 304 674 229 1523,902
759,281 627 490 1375 179 453 1214 1361 100 1461 342 1027 495 643 834 53 1267 1117 1591 1589,281
760,375 925 915 671 579 1417 24 896 1591 33 1395 1305 1115 1168 237 745 921 1214 846 486,375
761,125 525 270 1241 116 384 262 1015 1673 73 320 1303 642 1577 1328 909 405 848 1356 389,125
762,421 458 656 1525 257 1188 1038 87 83 1376 1277 719 740 912 1656 1259 485 119 1147 1013,421
763,1039 192 1336 594 1167 608 1200 732 139 1560 1434 1586 604 1201 623 791 1144 1423 840 627,1039
764,14 1390 1260 797 784 431 1328 1232 343 232 841 544 779 686 774 545 1680 240 1263 996,14
765,507 198 1110 188 984 930 880 469 993 1632 574 546 1016 485 1161 799 126 1672 1580 495,507
766,559 1675 724 939 237 190 1575 1173 545 607 1 1447 1259 662 92 79 83 728 697 1312,559
767,615 852 1526 647 1364 563 592 232 45 630 800 612 13 337 350 1528 909 842 898 635,615
768,255 871 1045 319 180 731 949 251 767 161 1232 1625 411 36 74 926 270 286 1079 1393,255
769,934 766 1307 190 678 756 390 1505 1415 1162 992 806 434 301 697 863 550 1434 1008 119,934
770,937 1264 1234 483 1299 985 1533 733 554 1204 1663 217 1170 248 560 338 1394 1180 900 1348,937
771,892 221 1506 1399 1299 1371 27 1082 1564 363 1623 1277 666 712 859 38 1525 1553 903 1376,892
772,312 902 1289 815 686 1217 254 662 1278 1156 1200 834 755 276 822 938 577 275 349 1547,312
773,1555 501 720 661 1539 218 1459 303 1099 1554 1374 1559 36 754 647 122 1451 369 871 943,1555
774,219 732 1439 1638 643 467 1559 1004 889 1065 844 1631 635 317 446 1093 1113 1400 1207 448,219
775,264 36 1651 505 1357 1635 1327 434 421 861 849 147 641 130 1358 1061 812 213 515 104,264
776,661 31 1054 392 968 1131 336 566 1606 512 1335 884 711 1087 1489 1421 1016 87 389 891,661
777,652 1431 801 348 281 807 1601 840 291 1576 251 114 445 640 412 1565 712 597 1323 713,652
778,262 1592 290 470 331 856 1157 1665 1343 1648 171 413 662 1372 261 508 1094 1378 1140 1336,262
779,225 932 1178 457 443 885 137 423 1302 1398 647 1587 129 539 1139 40 313 606 1026 1325,225
780,385 848 367 736 523 189 920 144 1058 388 23 1420 155 417 1123 1132 1591 1069 1173 930,385
781,135 917 843 158 1119 33 16 227 468 914 251 456 670 316 1634 566 563 1104 654 1176,135
782,1662 138 1537 1168 537 567 764 1573 1361 1052 412 1421 1589 623 774 833 1143 773 574 1651,1662
783,895 1015 1455 675 202 1538 1465 1176 562 1354 1276 60 1152 609 2 1548 352 841 275 398,895
784,898 1499 821 1186 681 472 1082 233 1360 1220 425 1539 59 294 1193 939 1347 1378 496 1507,898
785,152 247 173 969 705 144 543 607 1052 1229 418 943 104 764 1515 745 1146 689 1003 1299,152
786,289 1234 140 1386 162 32 1074 1162 22 257 1325 1556 1251 105 679 706 968 45 1348 1244,289
787,329 1256 700 1015 653 539 1417 1315 1006 1626 1540 1077 29 481 1310 1301 369 1271 45 666,329
788,662 1101 889 579 430 553 1640 1298 1125 924 973 906 1384 605 1305 1024 1478 717 39 855,662
789,181 422 187 456 1190 1415 1194 1200 1042 821 1155 225 1669 1133 1428 390 519 304 1424 1457,181
790,250 415 59 1435 1113 1166 186 754 1037 1359 1273 539 225 1577 1382 1034 530 1516 1650 1512,250
791,181 1196 158 999 1267 750 637 1581 871 437 1679 1656 305 775 325 570 919 225 526 1307,181
792,544 341 223 896 1294 1187 560 547 1386 454 1296 1205 1240 919 1291 379 1239 878 483 1359,544
793,591 1604 110 1372 769 186 1121 476 1108 1438 1609 1075 932 562 1498 1260 384 1446 940 1588,591
794,248 1176 401 642 703 1116 1677 1602 1316 1190 203 1175 627 1106 374 1266 1179 1461 1069 1264,248
795,1 486 756 858 36 1374 1649 66 1638 827 299 674 1596 519 440 749 1053 531 678 1399,1
796,485 1242 1511 1652 1040 1185 348 529 1590 1132 128 1243 1456 163 858 460 1423 1440 594 1226,485
797,781 671 1405 1151 737 796 1658 347 859 812 1509 1082 1203 847 1368 502 873 1232 814 339,781
798,270 1150 773 285 201 706 593 852 1224 861 1400 1095 1031 1181 1232 1352 766 1608 1585 11,270
799,427 1607 11 795 1163 1101 1385 361 470 911 184 1537 370 1462 885 1460 883 242 916 315,427
800,237 346 1453 1474 881 1466 510 932 7 590 89 1622 944 393 1194 1002 413 923 416 1382,237
801,358 1346 668 39 233 398 863 800 112 1126 818 659 607 1433 716 582 610 1335 970 1449,358
802,413 1528 952 1224 389 438 789 909 1636 812 1659 1192 1219 1223 820 1196 1399 220 1649 350,413
803,307 760 224 200 347 1669 656 1682 1378 1359 669 1402 1599 1289 1411 769 972 34 869 677,307
804,363 1351 1038 1459 1054 819 1403 1425 101 892 1676 1219 1372 745 394 1558 1354 1548 1333 267,363
